"","ContractID","ConractSize","Currency","Expiration","Strike","Last","Chg","ChgPct","Bid","Ask","Vol","OI","LastTradeTime","IV","ITM","TimeToExp"
"41","SPY231106C00424000","REGULAR","USD",2023-11-06,424,10.96,3.83,53.71669,11.15,11.31,855,3907,2023-11-03 16:00:50,0.29883513671875,TRUE,0.0027378507871321
"42","SPY231106C00425000","REGULAR","USD",2023-11-06,425,10.16,4.0099998,65.20325,10.16,10.31,1121,3069,2023-11-03 16:09:31,0.279059943847656,TRUE,0.0027378507871321
"43","SPY231106C00426000","REGULAR","USD",2023-11-06,426,9.1,3.8100004,72.0227,9.17,9.32,550,2098,2023-11-03 16:05:50,0.260261303710937,TRUE,0.0027378507871321
"44","SPY231106C00427000","REGULAR","USD",2023-11-06,427,8.15,3.5199995,76.0259,8.18,8.33,913,2387,2023-11-03 16:10:39,0.240974387207031,TRUE,0.0027378507871321
"45","SPY231106C00428000","REGULAR","USD",2023-11-06,428,7.15,3.44,92.722374,7.2,7.34,1264,3819,2023-11-03 16:02:18,0.221199194335937,TRUE,0.0027378507871321
"46","SPY231106C00429000","REGULAR","USD",2023-11-06,429,6.2,3.1599998,103.947365,6.22,6.37,2319,2655,2023-11-03 16:04:48,0.202888830566406,TRUE,0.0027378507871321
"47","SPY231106C00430000","REGULAR","USD",2023-11-06,430,5.26,2.8300002,116.46091,5.27,5.39,5032,5713,2023-11-03 16:12:48,0.182625361328125,TRUE,0.0027378507871321
"48","SPY231106C00431000","REGULAR","USD",2023-11-06,431,4.41,2.5299997,134.57445,4.33,4.45,5979,5639,2023-11-03 16:13:38,0.165169481201172,TRUE,0.0027378507871321
"49","SPY231106C00432000","REGULAR","USD",2023-11-06,432,3.42,2,140.84506,3.44,3.54,7984,5354,2023-11-03 16:14:01,0.148446015625,TRUE,0.0027378507871321
"50","SPY231106C00433000","REGULAR","USD",2023-11-06,433,2.62,1.5899999,154.36893,2.62,2.69,29401,2156,2023-11-03 16:14:56,0.133797724609375,TRUE,0.0027378507871321
"51","SPY231106C00434000","REGULAR","USD",2023-11-06,434,1.91,1.18,161.64383,1.91,1.93,76613,2518,2023-11-03 16:14:54,0.121712884521484,TRUE,0.0027378507871321
"52","SPY231106C00435000","REGULAR","USD",2023-11-06,435,1.31,0.81999993,167.34692,1.3,1.32,135194,3537,2023-11-03 16:14:53,0.114510808105469,FALSE,0.0027378507871321
"53","SPY231106C00436000","REGULAR","USD",2023-11-06,436,0.83,0.49999997,151.51514,0.83,0.84,126744,4199,2023-11-03 16:14:56,0.108773560791016,FALSE,0.0027378507871321
"54","SPY231106C00437000","REGULAR","USD",2023-11-06,437,0.5,0.28,127.27273,0.5,0.51,96141,1430,2023-11-03 16:14:56,0.106088040771484,FALSE,0.0027378507871321
"55","SPY231106C00438000","REGULAR","USD",2023-11-06,438,0.29,0.16,123.07693,0.29,0.3,56233,2477,2023-11-03 16:14:55,0.1054776953125,FALSE,0.0027378507871321
"56","SPY231106C00439000","REGULAR","USD",2023-11-06,439,0.16,0.06999999,77.77777,0.16,0.17,30014,1955,2023-11-03 16:14:59,0.105965971679687,FALSE,0.0027378507871321
"57","SPY231106C00440000","REGULAR","USD",2023-11-06,440,0.09,0.030000005,50.00001,0.08,0.09,54989,6417,2023-11-03 16:14:59,0.105965971679687,FALSE,0.0027378507871321
"58","SPY231106C00441000","REGULAR","USD",2023-11-06,441,0.05,0.020000001,66.66667,0.04,0.05,14904,757,2023-11-03 16:14:48,0.108407353515625,FALSE,0.0027378507871321
"59","SPY231106C00442000","REGULAR","USD",2023-11-06,442,0.02,0,0,0.02,0.03,12682,427,2023-11-03 16:14:48,0.112313564453125,FALSE,0.0027378507871321
"60","SPY231106C00443000","REGULAR","USD",2023-11-06,443,0.02,0,0,0.01,0.02,4982,521,2023-11-03 16:13:41,0.117196328125,FALSE,0.0027378507871321
"61","SPY231106C00444000","REGULAR","USD",2023-11-06,444,0.01,0,0,0.01,0.02,8311,626,2023-11-03 16:13:43,0.1289149609375,FALSE,0.0027378507871321
"62","SPY231106C00445000","REGULAR","USD",2023-11-06,445,0.01,-0.01,-50,0.01,0.02,5186,683,2023-11-03 16:14:36,0.14063359375,FALSE,0.0027378507871321
"63","SPY231106C00446000","REGULAR","USD",2023-11-06,446,0.01,0,0,0,0.01,1619,188,2023-11-03 16:12:00,0.14063359375,FALSE,0.0027378507871321
"64","SPY231106C00447000","REGULAR","USD",2023-11-06,447,0.01,0,0,0,0.01,1089,1198,2023-11-03 16:00:38,0.1523522265625,FALSE,0.0027378507871321
"65","SPY231106C00448000","REGULAR","USD",2023-11-06,448,0.01,0,0,0,0.01,390,296,2023-11-03 15:57:50,0.1601646484375,FALSE,0.0027378507871321
"66","SPY231106C00449000","REGULAR","USD",2023-11-06,449,0.01,0,0,0,0.01,241,1197,2023-11-03 15:49:00,0.17188328125,FALSE,0.0027378507871321
"67","SPY231106C00450000","REGULAR","USD",2023-11-06,450,0.01,0,0,0,0.01,352,1513,2023-11-03 16:12:52,0.1836019140625,FALSE,0.0027378507871321
"68","SPY231106C00451000","REGULAR","USD",2023-11-06,451,0.01,0,0,0,0.01,23,29,2023-11-03 15:51:23,0.1914143359375,FALSE,0.0027378507871321
"69","SPY231106C00452000","REGULAR","USD",2023-11-06,452,0.01,-0.01,-50,0,0.01,1,2,2023-11-03 11:08:05,0.20313296875,FALSE,0.0027378507871321
"70","SPY231106C00453000","REGULAR","USD",2023-11-06,453,0.01,-0.01,-50,0,0.01,4,25,2023-11-03 14:55:33,0.2148516015625,FALSE,0.0027378507871321
"71","SPY231106C00454000","REGULAR","USD",2023-11-06,454,0.01,0,0,0,0.01,2,877,2023-11-03 10:45:34,0.2226640234375,FALSE,0.0027378507871321
"72","SPY231106C00455000","REGULAR","USD",2023-11-06,455,0.01,0,0,0,0.01,1736,2141,2023-10-27 15:13:45,0.23438265625,FALSE,0.0027378507871321
"73","SPY231106C00456000","REGULAR","USD",2023-11-06,456,0.01,0,0,0,0.01,1,1397,2023-11-03 14:12:07,0.242195078125,FALSE,0.0027378507871321
"74","SPY231106C00457000","REGULAR","USD",2023-11-06,457,0.01,0,0,0,0.01,545,545,2023-10-27 14:31:23,0.2539137109375,FALSE,0.0027378507871321
"75","SPY231106C00458000","REGULAR","USD",2023-11-06,458,0.01,0,0,0,0.01,3,4,2023-10-27 09:41:57,0.26563234375,FALSE,0.0027378507871321
"76","SPY231106C00459000","REGULAR","USD",2023-11-06,459,0.01,0,0,0,0.01,NA,1,2023-10-26 13:21:19,0.273444765625,FALSE,0.0027378507871321
"77","SPY231106C00460000","REGULAR","USD",2023-11-06,460,0.01,0,0,0,0.01,1,5,2023-10-30 09:40:07,0.2812571875,FALSE,0.0027378507871321
"78","SPY231106C00461000","REGULAR","USD",2023-11-06,461,0.01,0,0,0,0.01,NA,838,2023-10-26 15:06:34,0.2929758203125,FALSE,0.0027378507871321
"79","SPY231106C00463000","REGULAR","USD",2023-11-06,463,0.01,0,0,0,0.01,NA,253,2023-10-26 16:00:25,0.312506875,FALSE,0.0027378507871321
"80","SPY231106C00469000","REGULAR","USD",2023-11-06,469,0.01,0,0,0,0.01,NA,253,2023-10-26 15:59:58,0.367193828125,FALSE,0.0027378507871321
"81","SPY231106C00471000","REGULAR","USD",2023-11-06,471,0.01,0,0,0,0.01,NA,253,2023-10-26 15:59:58,0.39063109375,FALSE,0.0027378507871321
"82","SPY231106C00477000","REGULAR","USD",2023-11-06,477,0.01,0,0,0,0.01,NA,253,2023-10-24 13:24:24,0.445318046875,FALSE,0.0027378507871321
"83","SPY231106C00484000","REGULAR","USD",2023-11-06,484,0.01,0.01,NA,0,0.01,3,0,2023-11-03 09:46:28,0.500005,FALSE,0.0027378507871321
"84","SPY231106C00487000","REGULAR","USD",2023-11-06,487,0.01,0,0,0,0.01,1,1,2023-11-01 11:12:41,0.500005,FALSE,0.0027378507871321
"85","SPY231106C00491000","REGULAR","USD",2023-11-06,491,0.01,0.01,NA,0,0.01,1,NA,2023-11-03 11:25:43,0.5312546875,FALSE,0.0027378507871321
"86","SPY231107C00340000","REGULAR","USD",2023-11-07,340,88.95,88.95,NA,95.09,95.31,NA,1,2023-11-02 11:19:42,1.40918264160156,TRUE,0.0054757015742642
"87","SPY231107C00359000","REGULAR","USD",2023-11-07,359,51.83,0,0,76.1,76.32,1,1,2023-10-27 15:12:18,1.14355896972656,TRUE,0.0054757015742642
"88","SPY231107C00362000","REGULAR","USD",2023-11-07,362,58.66,0,0,73.1,73.33,1,1,2023-11-01 10:19:57,1.10303182861328,TRUE,0.0054757015742642
"89","SPY231107C00378000","REGULAR","USD",2023-11-07,378,36.4,0,0,57.12,57.34,2,2,2023-10-30 09:31:11,0.885743330078125,TRUE,0.0054757015742642
"90","SPY231107C00379000","REGULAR","USD",2023-11-07,379,32.07,0,0,56.12,56.34,2,1,2023-10-27 13:57:48,0.872071591796875,TRUE,0.0054757015742642
"91","SPY231107C00384000","REGULAR","USD",2023-11-07,384,27.33,0,0,51.12,51.34,4,2,2023-10-27 13:57:22,0.803224624023437,TRUE,0.0054757015742642
"92","SPY231107C00385000","REGULAR","USD",2023-11-07,385,34.8,0,0,50.12,50.35,2,1,2023-11-01 12:44:09,0.790529438476563,TRUE,0.0054757015742642
"93","SPY231107C00386000","REGULAR","USD",2023-11-07,386,25.28,0,0,49.12,49.35,2,1,2023-10-27 14:04:58,0.776857700195313,TRUE,0.0054757015742642
"94","SPY231107C00390000","REGULAR","USD",2023-11-07,390,45.2,23.45,107.8161,45.13,45.35,40,10,2023-11-03 11:50:53,0.723147299804688,TRUE,0.0054757015742642
"95","SPY231107C00391000","REGULAR","USD",2023-11-07,391,20.83,0,0,44.13,44.35,10,10,2023-10-27 14:11:40,0.70898728515625,TRUE,0.0054757015742642
"96","SPY231107C00400000","REGULAR","USD",2023-11-07,400,35.4,6.300001,21.649488,35.14,35.36,90,102,2023-11-03 15:43:24,0.586429916992187,TRUE,0.0054757015742642
"97","SPY231107C00401000","REGULAR","USD",2023-11-07,401,19.69,0,0,34.14,34.36,1,2,2023-11-01 12:32:37,0.57226990234375,TRUE,0.0054757015742642
"98","SPY231107C00402000","REGULAR","USD",2023-11-07,402,33.2,15.950001,92.463776,33.14,33.36,1,32,2023-11-03 13:29:52,0.558109887695313,TRUE,0.0054757015742642
"99","SPY231107C00403000","REGULAR","USD",2023-11-07,403,11.71,0,0,32.14,32.37,46,48,2023-10-30 11:23:13,0.545414702148438,TRUE,0.0054757015742642
"100","SPY231107C00404000","REGULAR","USD",2023-11-07,404,14.45,0,0,31.15,31.37,5,42,2023-10-31 13:38:36,0.532231240234375,TRUE,0.0054757015742642
"101","SPY231107C00405000","REGULAR","USD",2023-11-07,405,24.35,0,0,30.15,30.37,1,444,2023-11-02 10:54:28,0.518071225585938,TRUE,0.0054757015742642
"102","SPY231107C00406000","REGULAR","USD",2023-11-07,406,23.34,0,0,29.15,29.37,4,91,2023-11-02 10:55:34,0.5039112109375,TRUE,0.0054757015742642
"103","SPY231107C00407000","REGULAR","USD",2023-11-07,407,16,0,0,28.15,28.37,5,286,2023-11-01 15:01:25,0.510502941894531,TRUE,0.0054757015742642
"104","SPY231107C00408000","REGULAR","USD",2023-11-07,408,15.6,0,0,27.15,27.37,11,218,2023-11-01 15:45:02,0.495854650878906,TRUE,0.0054757015742642
"105","SPY231107C00409000","REGULAR","USD",2023-11-07,409,27.39,6.8899994,33.609753,26.15,26.37,7,324,2023-11-03 15:04:41,0.481206359863281,TRUE,0.0054757015742642
"106","SPY231107C00410000","REGULAR","USD",2023-11-07,410,25.39,4.59,22.06731,25.2,25.36,3509,3235,2023-11-03 13:30:46,0.4648491015625,TRUE,0.0054757015742642
"107","SPY231107C00411000","REGULAR","USD",2023-11-07,411,24.7,6.6500015,36.842117,24.2,24.36,1,615,2023-11-03 14:14:39,0.449956672363281,TRUE,0.0054757015742642
"108","SPY231107C00412000","REGULAR","USD",2023-11-07,412,21.89,3.33,17.94181,23.2,23.36,2,327,2023-11-03 10:33:41,0.435064243164063,TRUE,0.0054757015742642
"109","SPY231107C00413000","REGULAR","USD",2023-11-07,413,22.68,5.120001,29.157179,22.2,22.34,106,513,2023-11-03 12:55:59,0.416998017578125,TRUE,0.0054757015742642
"110","SPY231107C00414000","REGULAR","USD",2023-11-07,414,21.82,5.26,31.763288,21.21,21.37,105,2375,2023-11-03 15:21:58,0.406744213867188,TRUE,0.0054757015742642
"111","SPY231107C00415000","REGULAR","USD",2023-11-07,415,19.91,4.04,25.456837,20.21,20.37,51,2160,2023-11-03 15:58:15,0.391851784667969,TRUE,0.0054757015742642
"112","SPY231107C00416000","REGULAR","USD",2023-11-07,416,20.26,5.3100004,35.5184,19.21,19.37,21,2893,2023-11-03 15:02:51,0.376715217285156,TRUE,0.0054757015742642
"113","SPY231107C00417000","REGULAR","USD",2023-11-07,417,18.9,4.92,35.193134,18.22,18.37,9,510,2023-11-03 15:22:27,0.36133451171875,TRUE,0.0054757015742642
"114","SPY231107C00418000","REGULAR","USD",2023-11-07,418,17.48,4.6099997,35.819733,17.22,17.38,21,1313,2023-11-03 15:45:48,0.347418635253906,TRUE,0.0054757015742642
"115","SPY231107C00419000","REGULAR","USD",2023-11-07,419,16.15,4.2299995,35.486572,16.23,16.36,86,853,2023-11-03 16:05:55,0.329352409667969,TRUE,0.0054757015742642
"116","SPY231107C00420000","REGULAR","USD",2023-11-07,420,15.24,4.33,39.68836,15.23,15.39,101,1295,2023-11-03 16:09:03,0.317633776855469,TRUE,0.0054757015742642
"117","SPY231107C00421000","REGULAR","USD",2023-11-07,421,14.25,4.04,39.56905,14.24,14.4,71,861,2023-11-03 16:09:42,0.303229624023437,TRUE,0.0054757015742642
"118","SPY231107C00422000","REGULAR","USD",2023-11-07,422,13.25,4.0299997,43.709324,13.25,13.4,260,691,2023-11-03 16:10:52,0.28711650390625,TRUE,0.0054757015742642
"119","SPY231107C00423000","REGULAR","USD",2023-11-07,423,12.25,3.9799995,48.125748,12.26,12.39,108,1951,2023-11-03 16:13:08,0.269782692871094,TRUE,0.0054757015742642
"120","SPY231107C00424000","REGULAR","USD",2023-11-07,424,11.24,3.6599998,48.284958,11.28,11.43,148,1877,2023-11-03 16:01:36,0.258064060058594,TRUE,0.0054757015742642
"121","SPY231107C00425000","REGULAR","USD",2023-11-07,425,10.28,3.7699995,57.910896,10.3,10.44,277,2956,2023-11-03 16:09:47,0.242439216308594,TRUE,0.0054757015742642
"122","SPY231107C00426000","REGULAR","USD",2023-11-07,426,9.32,3.4599996,59.04436,9.32,9.47,135,910,2023-11-03 16:09:12,0.22852333984375,TRUE,0.0054757015742642
"123","SPY231107C00427000","REGULAR","USD",2023-11-07,427,8.38,3.5300002,72.78351,8.36,8.49,402,1762,2023-11-03 16:09:42,0.213142634277344,TRUE,0.0054757015742642
"124","SPY231107C00428000","REGULAR","USD",2023-11-07,428,7.34,3.1400003,74.76192,7.41,7.54,419,2203,2023-11-03 16:02:37,0.199837103271484,TRUE,0.0054757015742642
"125","SPY231107C00429000","REGULAR","USD",2023-11-07,429,6.44,2.97,85.59078,6.48,6.6,782,1372,2023-11-03 16:12:33,0.186531572265625,TRUE,0.0054757015742642
"126","SPY231107C00430000","REGULAR","USD",2023-11-07,430,5.54,2.7,95.07043,5.57,5.68,1086,3638,2023-11-03 16:09:51,0.173592248535156,TRUE,0.0054757015742642
"127","SPY231107C00431000","REGULAR","USD",2023-11-07,431,4.74,2.4499998,106.98689,4.7,4.79,1958,1751,2023-11-03 16:02:58,0.161507408447266,TRUE,0.0054757015742642
"128","SPY231107C00432000","REGULAR","USD",2023-11-07,432,3.82,2.02,112.22222,3.88,3.95,2353,4187,2023-11-03 16:11:57,0.150887397460938,TRUE,0.0054757015742642
"129","SPY231107C00433000","REGULAR","USD",2023-11-07,433,3.05,1.66,119.42446,3.11,3.17,9581,1603,2023-11-03 16:11:26,0.141732215576172,TRUE,0.0054757015742642
"130","SPY231107C00434000","REGULAR","USD",2023-11-07,434,2.44,1.3800001,130.18869,2.44,2.45,17522,1397,2023-11-03 16:14:41,0.132821171875,TRUE,0.0054757015742642
"131","SPY231107C00435000","REGULAR","USD",2023-11-07,435,1.84,1.07,138.96106,1.84,1.85,25921,1132,2023-11-03 16:14:47,0.127205993652344,FALSE,0.0054757015742642
"132","SPY231107C00436000","REGULAR","USD",2023-11-07,436,1.34,0.79,143.63637,1.34,1.35,25291,1130,2023-11-03 16:14:45,0.122811506347656,FALSE,0.0054757015742642
"133","SPY231107C00437000","REGULAR","USD",2023-11-07,437,0.94,0.55,141.02565,0.94,0.95,13606,1464,2023-11-03 16:14:48,0.119515640869141,FALSE,0.0054757015742642
"134","SPY231107C00438000","REGULAR","USD",2023-11-07,438,0.64,0.36999997,137.03703,0.64,0.65,16271,633,2023-11-03 16:14:53,0.117440466308594,FALSE,0.0054757015742642
"135","SPY231107C00439000","REGULAR","USD",2023-11-07,439,0.41,0.22999999,127.77777,0.41,0.42,7828,534,2023-11-03 16:14:55,0.114999084472656,FALSE,0.0054757015742642
"136","SPY231107C00440000","REGULAR","USD",2023-11-07,440,0.27,0.15,125,0.26,0.27,13958,1712,2023-11-03 16:14:58,0.114266669921875,FALSE,0.0054757015742642
"137","SPY231107C00441000","REGULAR","USD",2023-11-07,441,0.17,0.09,112.500015,0.16,0.17,3264,487,2023-11-03 16:14:55,0.114266669921875,FALSE,0.0054757015742642
"138","SPY231107C00442000","REGULAR","USD",2023-11-07,442,0.1,0.040000003,66.66667,0.09,0.1,2102,536,2023-11-03 16:14:44,0.113534255371094,FALSE,0.0054757015742642
"139","SPY231107C00443000","REGULAR","USD",2023-11-07,443,0.06,0.03,100,0.05,0.06,1899,338,2023-11-03 16:14:56,0.114266669921875,FALSE,0.0054757015742642
"140","SPY231107C00444000","REGULAR","USD",2023-11-07,444,0.04,0,0,0.03,0.04,2025,515,2023-11-03 16:13:59,0.117196328125,FALSE,0.0054757015742642
"141","SPY231107C00445000","REGULAR","USD",2023-11-07,445,0.02,0,0,0.02,0.03,1894,1221,2023-11-03 16:12:33,0.122079091796875,FALSE,0.0054757015742642
"142","SPY231107C00446000","REGULAR","USD",2023-11-07,446,0.02,0.02,NA,0.01,0.02,1056,1,2023-11-03 16:11:08,0.12500875,FALSE,0.0054757015742642
"143","SPY231107C00447000","REGULAR","USD",2023-11-07,447,0.02,0,0,0.01,0.02,514,29,2023-11-03 16:00:53,0.13477427734375,FALSE,0.0054757015742642
"144","SPY231107C00448000","REGULAR","USD",2023-11-07,448,0.02,0.01,100,0.01,0.02,402,83,2023-11-03 15:59:54,0.143563251953125,FALSE,0.0054757015742642
"145","SPY231107C00449000","REGULAR","USD",2023-11-07,449,0.02,0.01,100,0.01,0.02,739,2,2023-11-03 15:58:35,0.1523522265625,FALSE,0.0054757015742642
"146","SPY231107C00450000","REGULAR","USD",2023-11-07,450,0.02,0.01,100,0.01,0.02,312,150,2023-11-03 15:29:48,0.16211775390625,FALSE,0.0054757015742642
"147","SPY231107C00451000","REGULAR","USD",2023-11-07,451,0.01,0.01,NA,0,0.01,64,128,2023-11-03 16:07:44,0.1562584375,FALSE,0.0054757015742642
"148","SPY231107C00452000","REGULAR","USD",2023-11-07,452,0.01,0,0,0,0.01,29,101,2023-11-03 15:56:33,0.16602396484375,FALSE,0.0054757015742642
"149","SPY231107C00453000","REGULAR","USD",2023-11-07,453,0.01,-0.01,-50,0,0.01,4873,558,2023-11-03 15:59:01,0.1757894921875,FALSE,0.0054757015742642
"150","SPY231107C00454000","REGULAR","USD",2023-11-07,454,0.01,-0.01,-50,0,0.01,85,12,2023-11-03 15:47:12,0.1836019140625,FALSE,0.0054757015742642
"151","SPY231107C00455000","REGULAR","USD",2023-11-07,455,0.01,0,0,0,0.01,2,2446,2023-11-02 11:57:42,0.1914143359375,FALSE,0.0054757015742642
"152","SPY231107C00456000","REGULAR","USD",2023-11-07,456,0.01,0,0,0,0.01,25,25,2023-10-30 13:42:50,0.1992267578125,FALSE,0.0054757015742642
"153","SPY231107C00457000","REGULAR","USD",2023-11-07,457,0.01,0,0,0,0.01,1,3,2023-11-01 11:28:34,0.2070391796875,FALSE,0.0054757015742642
"154","SPY231107C00458000","REGULAR","USD",2023-11-07,458,0.01,0,0,0,0.01,83,624,2023-11-01 10:20:00,0.2148516015625,FALSE,0.0054757015742642
